"text","sentiment","group"
"tweets 8/7/11 Stoke beat Hajduk Split 1-0\u002c 2nd Q Round of the Europa League. The Potters\u2019 first game in the competition in 37 years. #thankyouTony","neutral","tweets"
"restaurants Here is the response from the manager at Simon's....\n\nHello Mr. Tomas T,\nMy name is Julie Bushur, Sales Manager for Simon Restaurant and Lounge at Palms Place.  I would like to apologize on behalf of the entire staff here at Simon for the experience you encountered on your visit this past week.  I sincerely appreciate the feedback you have provided in your YELP review and will gladly address the issues you mentioned.  With that said, I would love for you to come dine with us again, maybe on another trip to Las Vegas, this is an open ended invitation, We would like for you and a guest to experience Simon Restaurant and Lounge as it is meant to be.  You can call me directly 702-944-3252 for reservations.  My email is julie.bushur@palms.com if that works better for you.  Again, please accept my sincere apology and please feel free to contact me to discuss your concerns.  Kind Regards, Julie\""\n\nSo how about comping the 9 of us? Or an offer to refund the 18% gratuity? Cheesy standard response.","negative","restaurants"
"movies it 's just that it 's so not-at-all-good .","negative","movies"
"movies there 's no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance .","negative","movies"
"restaurants I was hoping this was going to be a great experience.  First we saw the check in line, it was huge. Thirty minutes later we were at the front of the line. Resort fees for what??? You get nothing for it. The elevators are a ride themselves,  I have never been in a elevator that swung sideways. Going up is fast but down I think they just drop you and pray the brakes work. The hallway to our room was very warm. The room itself was ok. Except the air conditioner. .it needs to go cooler especially in August. And whats up with the blinds. .why cant they close all the way? Later we tried their buffet and that was the worst buffet ever. Best thing was the checkout. We checked out through the tv, that sped things up alot. Wished it was better because from the outside it looks so great. But sadly no.","negative","restaurants"
"restaurants So.. back in March, I lost a charm to my charm bracelet. This was the second time that I lost said charm. I received it the first time as a graduation gift from my father and after that charm was lost, another was purchased to replace it. To eliminate any question of how the charm was lost, it wasn't because of negligence or misuse of the product. But rather, the \""locking\"" technology on the charm could be manufactured better. They shouldn't be so easily unlocked and unhooked from the bracelet.\n\nWhen I pay for a piece of jewelry from such a world renowned company, as everyone else, I expect to not have to worry about how easily it is lost. The first time around? Okay, fine. But the second time? I work in retail so I don't do heavy duty tasks where I should be worrying about the durability of my jewelry.\n\nI went to this Tiffany & Co. location to speak with a customer service representative. I come from a background in retail and was trained in customer service with a company with just as much prestige to their name as Tiffany & Co. I did not walk in expecting a replacement but I did expect a little more empathy or at least a little more help than a stock check followed with a \""Well it's up to you if you want to spend $150\"" again. At the very least, I expected the associate to consult with their MOD.\n\nThe only reason I'm giving this 3 stars is because their customer service on a corporate level is phenomenal. I emailed them and almost a couple hours later (probably 3AM East coast time)  received a response and was notified that the store manager of this store would be in contact with me.\n\nI didn't drop the name of the employee, although I remembered it clearly and could describe him to a T. But nevertheless, the store manager took care of the situation flawlessly, replaced my charm and had it soldered to the bracelet for no charge.","neutral","restaurants"
"tweets Now... I miss Rui En on TV. It\u2019s okay... 18 February marks the day when Rangels get to see her again.","positive","tweets"
"restaurants I'd like to thank Yelp for helping me find this great place! I searched 'desserts' & stumbled upon the reviews of Waffallonia. After seeing they were open till 10 & we live in Oakland, I woke up my bf from an evening snooze and said \""Lets go get waffles!\"" \n\nWe shared the unlimited one for $6 and chose vanilla ice cream, strawberries, bananas, & chocolate syrup. It was delicious!! We will be back to try all of the great varieties. Thanks Yelpers!\n\nUPDATE:  service blows by the way. I mean its completely non-existent every single time. This review is only for the waffles. Also, I've ventured off and tried the specloos.. AMAZING! Make sure to get Nutella on your waffle!","positive","restaurants"
"tweets 1A: Congress can't make law preventing religious freedom, so SCOTUS interpretation unlawful Const Trumps case law","negative","tweets"
"tweets @user @user @user @user @user @user She may get some air time and help for Christians in Syria but that's mostly it.","neutral","tweets"
"restaurants I walk in at 7:30 the doors are open they let me pick my fish then tell me the don't cook after 7:30 nice doing business with you","negative","restaurants"
"movies sensual , funny and , in the end , very touching .","positive","movies"
"tweets ""Sat night with textbooks, wine and Naruto. Oh it's lit""","neutral","tweets"
"restaurants Lackluster in flavor for what you'd expect of its eponym, Gordon Ramsey; however, defintely a tourist draw. Service and presentation were excellent, but for hamburgers and a couple of sides, you better be ready to shell out close to $40 bucks a person, sans drinks.","neutral","restaurants"
